
10,11,2023,e1e7acb6-8cac-bb2f-4c8b-2ae3baaab916,C
15,11,2023,76931fac-dab2-36c2-8b87-6ae33f9a62d7,A
15,11,2023,76931fac-dab2-36c2-8b87-6ae33f9a62d7,D
15,11,2023,73931fac-dab2-36c2-8b37-6ae37f9a62d7,D
16,11,2023,76931fac-dab2-36c2-8b87-6ae33f9a62d7,A
16,11,2023,183a5d57-9e4b-d6b4-1e24-1dc709e111c7,A
16,11,2023,e1e7acb6-8cac-bb2f-4c8b-2ae3baaab916,A
16,11,2023,5cc458e1-9cb8-f51b-35f7-91a5abb0874d,A
16,11,2023,76931fac-dab2-36c2-8b87-6ae33f9a62d7,D
16,11,2023,6ebba737-7d23-5315-8f79-3361cf12ece8,A
17,11,2023,07ae5b09-1f81-2a36-f4df-2dfd7e87526b,A
17,11,2023,d6407389-a351-5514-4181-690cc679cb94,A
17,11,2023,d6407389-a351-5514-4181-690cc679cb94,D
17,11,2023,07ae5b09-1f81-2a36-f4df-2dfd7e87526b,D
17,11,2023,bf46ea62-faee-be94-5d3f-4a3972621a80,A
17,11,2023,4e1ad30d-7801-ebf4-f2f5-27b939f77124,A
17,11,2023,4229aa9b-767b-6d2b-432e-bdd2ef7329cc,A
17,11,2023,357acd17-8523-76f5-a2ad-944bd0705ea1,A
17,11,2023,bc8b4de7-5e9a-3c40-e419-1116fc7b806c,A
17,11,2023,e61c9eaf-c206-bb5b-1d9d-e2eac81be378,A
17,11,2023,1272ea24-dfa9-b618-fb29-ba29da1fc91a,A
